1, 805.078, 276.864, 651.357
2, 805.24, 277.936, 654.946
3, 804.787, 277.242, 658.604
4, 802.691, 276.789, 661.68
5, 799.581, 278.771, 662.359
6, 797.294, 279.228, 665.296
7, 795.981, 278.614, 668.754
8, 794.61, 279.103, 672.21
9, 793.38, 278.528, 675.705
10, 794.785, 278.027, 679.146
11, 798.254, 277.735, 680.542
12, 799.351, 276.724, 683.982
13, 799.512, 273.247, 685.378
14, 801.689, 271.24, 687.678
15, 801.857, 267.609, 688.603
16, 802.073, 263.9, 689.111
17, 799.602, 261.093, 689.38
18, 799.767, 258.249, 686.941
19, 798.66, 256.991, 683.587
20, 798.773, 258.154, 680.023
21, 798.154, 258.913, 676.404
22, 794.931, 259.261, 674.519
23, 792.639, 262.077, 675.46
24, 792.981, 265.601, 674.225
25, 793.133, 267.243, 670.858
26, 793.762, 266.478, 667.241
27, 792.967, 268.137, 663.973
28, 793.861, 271.63, 662.943
29, 795.438, 272.576, 659.675
30, 797.513, 275.525, 658.646
31, 799.587, 275.96, 655.552
32, 799.218, 275.402, 651.862
33, 799.485, 276.033, 648.175
34, 798.679, 279.006, 646.037
35, 798.841, 279.672, 642.35
36, 797.345, 278.189, 639.247
37, 795.02, 276.152, 637.123
38, 792.085, 274.191, 635.859
39, 791.025, 272.133, 632.909
40, 791.052, 272.562, 629.183
41, 789.325, 271.021, 626.233
42, 788.668, 270.707, 622.554
43, 790.622, 270.027, 619.427
44, 791.849, 267.527, 616.916
45, 791.781, 267.323, 613.172
46, 792.083, 265.808, 609.755
47, 790.155, 262.885, 608.413
48, 790.871, 259.299, 607.582
49, 793.974, 257.204, 607.795
50, 795.614, 254.921, 605.313
51, 795.817, 254.77, 601.571
52, 798.432, 253.739, 599.089
53, 800.511, 252.139, 596.409
54, 803.676, 252.391, 594.414
55, 806.474, 250.031, 595.228
56, 808.497, 250.192, 598.382
57, 809.686, 251.571, 601.66
58, 811.129, 252.903, 604.854
59, 811.091, 252.054, 608.507
60, 809.074, 249.728, 610.647
61, 809.119, 249.045, 614.334
62, 809.674, 250.106, 617.888
63, 809.618, 251.173, 621.483
64, 809.156, 249.467, 624.789
65, 809.733, 249.802, 628.48
66, 812.404, 251.314, 630.634
67, 815.053, 253.893, 630.006
68, 817.667, 256.551, 629.601
69, 817.656, 260.181, 630.544
70, 816.514, 261.72, 633.767
71, 815.711, 265.26, 634.71
72, 812.594, 267.248, 635.339
73, 810.457, 266.788, 638.386
74, 810.722, 267.176, 642.106
75, 810.404, 264.916, 645.081
76, 810.778, 265.2, 648.802
77, 812.747, 265.226, 651.993
78, 813.937, 264.899, 655.534
79, 817.08, 263.688, 657.184
80, 819.828, 261.293, 658.064
81, 823.221, 260.722, 659.555
82, 689.596, 79.0735, 56.3066
83, 690.645, 79.3333, 59.8975
84, 688.894, 79.1875, 63.2104
85, 688.339, 79.6527, 66.8898
86, 687.392, 82.6075, 68.9958
87, 687.289, 84.9365, 71.9331
88, 687.584, 85.531, 75.6239
89, 688.603, 86.1054, 79.1867
90, 688.848, 86.9662, 82.8283
91, 688.92, 88.1429, 86.3882
92, 690.015, 89.1226, 89.8383
93, 693.486, 89.1742, 91.2578
94, 696.042, 90.2719, 93.7725
95, 697.528, 90.3145, 97.2151
96, 699.111, 88.8365, 100.277
97, 702.226, 86.8542, 100.931
98, 704.328, 84.5966, 98.7989
99, 704.313, 83.903, 95.1136
100, 704.969, 85.8963, 92.0058
101, 706.166, 87.5875, 88.8799
102, 706.858, 91.1928, 88.1146
103, 709.58, 93.06, 86.3362
104, 713.121, 92.42, 87.3937
105, 715.843, 94.2872, 85.6152
106, 719.511, 93.6242, 85.1992
107, 720.865, 91.6951, 82.2824
108, 722.638, 91.3744, 78.994
109, 724.244, 89.0873, 76.4929
110, 727.014, 88.5864, 74.0161
111, 730.665, 89.4164, 74.2355
112, 733.614, 89.123, 71.9378
113, 737.309, 89.575, 72.3886
114, 739.425, 88.1539, 75.1392
115, 739.401, 88.2739, 78.8872
116, 738.022, 89.7157, 82.0623
117, 738.333, 88.9633, 85.7228
118, 737.143, 86.0431, 87.7522
119, 734.321, 84.8371, 89.907
120, 734.07, 84.22, 93.5973
121, 733.431, 83.8875, 97.2775
122, 730.351, 83.529, 99.387
123, 727.644, 85.6475, 100.886
124, 723.926, 85.2146, 100.657
125, 720.914, 86.6879, 102.335
126, 719.711, 86.6326, 105.887
127, 717.907, 88.2606, 108.743
128, 717.615, 88.2471, 112.481
129, 718.097, 88.7706, 116.163
130, 716.026, 88.5441, 119.281
131, 713.22, 90.7727, 120.385
132, 710.174, 92.1052, 118.649
133, 709.109, 91.6948, 115.077
134, 707.824, 91.0971, 111.605
135, 707.538, 90.8957, 107.871
136, 706.415, 89.5617, 104.551
137, 707.506, 89.6614, 100.965
138, 709.631, 92.1868, 99.1856
139, 710.262, 95.7292, 100.242
140, 712.959, 97.6326, 98.4629
141, 716.529, 98.0816, 99.5194
142, 719.309, 96.3016, 97.7401
143, 722.893, 96.7228, 96.7199
144, 726.17, 96.5274, 98.5324
145, 729.77, 97.2073, 99.3304
146, 732.867, 95.1185, 99.6571
147, 733.397, 92.4693, 102.258
148, 731.65, 89.1519, 102.207
149, 732.74, 85.5649, 102.12
